airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Spicejet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,no check-in baggage included,3841
Indigo,2019-04-18,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4174
Jet Airways,2019-03-09,Banglore,Delhi,08:55:00,10:45:00,1550,1,in-flight meal not included,11087
Air India,2019-05-09,Chennai,Kolkata,11:40:00,13:55:00,135,0,no info,4667
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,22:40:00,930,1,no info,9397
Spicejet,2019-03-03,Banglore,Delhi,09:35:00,12:30:00,175,0,no info,6860
Indigo,2019-05-24,Kolkata,Banglore,20:20:00,22:55:00,155,0,no info,4804
Air India,2019-03-06,Delhi,Cochin,09:00:00,19:15:00,615,1,no info,15284
Multiple Carriers,2019-03-01,Delhi,Cochin,00:20:00,13:20:00,780,1,no info,29528
Indigo,2019-06-24,Banglore,Delhi,18:15:00,21:20:00,185,0,no info,4823
Air India,2019-05-18,Kolkata,Banglore,08:20:00,20:25:00,725,2,no info,12534
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30:00,450,1,no info,14486
Air India,2019-06-09,Delhi,Cochin,05:15:00,06:50:00,1535,1,no info,6587
Indigo,2019-06-21,Banglore,Delhi,13:00:00,15:50:00,170,0,no info,3943
Spicejet,2019-05-01,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,no info,2017
Jet Airways,2019-05-01,Delhi,Cochin,19:10:00,19:00:00,1430,2,no info,15129
Indigo,2019-05-15,Delhi,Cochin,07:35:00,16:10:00,515,1,no info,6442
Spicejet,2019-06-21,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,no check-in baggage included,2647
Jet Airways,2019-06-01,Banglore,Delhi,15:15:00,18:10:00,175,0,in-flight meal not included,7229
Air India,2019-05-15,Delhi,Cochin,07:05:00,09:25:00,1580,2,no info,10975
Multiple Carriers,2019-05-18,Delhi,Cochin,06:00:00,12:35:00,395,1,no info,9794
Air India,2019-05-18,Delhi,Cochin,17:15:00,19:15:00,1560,2,no info,12409
Jet Airways,2019-05-09,Delhi,Cochin,13:00:00,19:00:00,360,1,in-flight meal not included,12373
Air India,2019-05-15,Delhi,Cochin,08:00:00,19:15:00,675,1,no info,8372
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,04:25:00,1325,2,no info,12273
Multiple Carriers,2019-06-03,Delhi,Cochin,04:55:00,12:35:00,460,1,no info,11622
Spicejet,2019-06-24,Chennai,Kolkata,08:20:00,10:35:00,135,0,no check-in baggage included,3543
Spicejet,2019-04-03,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no check-in baggage included,1965
Multiple Carriers,2019-06-27,Delhi,Cochin,09:00:00,21:00:00,720,1,no info,7408
Indigo,2019-04-27,Banglore,Delhi,22:10:00,01:00:00,170,0,no info,3943
Vistara,2019-06-15,Chennai,Kolkata,17:45:00,20:05:00,140,0,no info,11982
Multiple Carriers,2019-05-15,Delhi,Cochin,08:30:00,19:00:00,630,1,no info,9627
Indigo,2019-03-03,Delhi,Cochin,16:10:00,22:20:00,370,1,no info,11237
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,12:35:00,885,1,in-flight meal not included,12898
Spicejet,2019-05-12,Banglore,Delhi,09:30:00,12:20:00,170,0,no check-in baggage included,4319
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,04:25:00,1125,2,no info,13014
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,19:15:00,375,1,no info,15898
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,12:35:00,620,1,no info,16376
Indigo,2019-03-09,Delhi,Cochin,07:45:00,13:40:00,355,1,no info,6755
Multiple Carriers,2019-05-21,Delhi,Cochin,09:00:00,21:00:00,720,1,no info,14067
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,16:20:00,590,1,in-flight meal not included,8824
Indigo,2019-04-18,Delhi,Cochin,14:20:00,17:35:00,195,0,no info,6015
Air Asia,2019-05-12,Banglore,Delhi,04:55:00,07:45:00,170,0,no info,4282
Jet Airways,2019-03-15,Banglore,Delhi,08:00:00,16:10:00,490,1,in-flight meal not included,9134
Multiple Carriers,2019-03-03,Delhi,Cochin,13:00:00,01:35:00,755,1,no info,17493
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,12:00:00,960,1,no info,14388
Jet Airways,2019-05-09,Delhi,Cochin,22:50:00,04:25:00,335,1,no info,15554
Air India,2019-06-01,Delhi,Cochin,08:00:00,19:15:00,675,1,no info,9929
Air India,2019-05-24,Delhi,Cochin,14:10:00,17:10:00,180,0,no info,6934
Indigo,2019-06-27,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,no info,2754
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,01:35:00,935,1,no info,8098
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,04:25:00,1110,1,no info,12242
Air India,2019-05-01,Kolkata,Banglore,19:00:00,11:05:00,965,1,no info,6117
Indigo,2019-04-27,Kolkata,Banglore,15:30:00,18:05:00,155,0,no info,4804
Jet Airways,2019-06-06,Delhi,Cochin,11:00:00,14:15:00,195,0,in-flight meal not included,7202
Jet Airways,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600,1,no info,14714
Jet Airways,2019-06-12,Banglore,Delhi,08:20:00,11:20:00,180,0,in-flight meal not included,5769
Indigo,2019-03-27,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,4392
Jet Airways,2019-05-18,Delhi,Cochin,19:10:00,12:35:00,1045,2,no info,15129
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,19:00:00,1530,1,no info,14714
Indigo,2019-05-09,Delhi,Cochin,07:30:00,21:00:00,810,1,no info,7191
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,19:00:00,540,1,no info,12507
Indigo,2019-03-21,Banglore,Delhi,07:30:00,12:20:00,290,1,no info,5694
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,19:00:00,1195,2,in-flight meal not included,11150
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,08:15:00,1545,1,no info,13941
Spicejet,2019-04-27,Kolkata,Banglore,22:20:00,00:40:00,140,0,no check-in baggage included,3841
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,10:05:00,775,1,no info,15149
Multiple Carriers,2019-06-27,Delhi,Cochin,09:45:00,22:30:00,765,1,no info,9646
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,19:00:00,810,2,no info,15129
Indigo,2019-05-01,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4804
Vistara,2019-05-27,Chennai,Kolkata,07:05:00,09:20:00,135,0,no info,3687
Spicejet,2019-04-15,Kolkata,Banglore,06:55:00,09:30:00,155,0,no info,3873
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,12:35:00,330,1,in-flight meal not included,12898
Indigo,2019-05-01,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,no info,2227
Jet Airways,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,650,1,no info,17024
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,21:00:00,900,1,no info,7740
Indigo,2019-06-12,Kolkata,Banglore,20:20:00,22:55:00,155,0,no info,4804
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,23:35:00,395,1,no info,14151
Indigo,2019-04-12,Banglore,Delhi,08:30:00,11:20:00,170,0,no info,4823
Vistara,2019-05-12,Kolkata,Banglore,20:20:00,09:05:00,765,1,no info,9397
Air Asia,2019-06-21,Banglore,Delhi,11:10:00,13:55:00,165,0,no info,3383
Jet Airways,2019-03-21,Delhi,Cochin,11:30:00,18:50:00,440,1,no info,13244
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,12:35:00,1615,2,no info,13014
Multiple Carriers,2019-06-15,Delhi,Cochin,07:05:00,16:10:00,545,1,no info,9646
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,10:45:00,865,1,no info,9187
Multiple Carriers,2019-06-27,Delhi,Cochin,11:40:00,21:00:00,560,1,in-flight meal not included,6007
Multiple Carriers,2019-06-06,Delhi,Cochin,09:15:00,19:00:00,585,1,no info,11622
Air India,2019-04-03,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,no info,3100
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,12:35:00,825,1,no info,14714
Air India,2019-03-03,Banglore,Delhi,10:30:00,21:25:00,655,2,no info,11003
Multiple Carriers,2019-06-15,Delhi,Cochin,07:05:00,21:00:00,835,1,no info,13587
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,04:25:00,1125,2,in-flight meal not included,13029
Air India,2019-03-24,Kolkata,Banglore,09:10:00,11:10:00,1560,2,no info,15187
Vistara,2019-05-06,Chennai,Kolkata,17:45:00,20:05:00,140,0,no info,11982
Air Asia,2019-04-15,Kolkata,Banglore,10:20:00,12:55:00,155,0,no info,4409
Jet Airways,2019-06-09,Delhi,Cochin,08:00:00,04:25:00,1225,1,in-flight meal not included,10262
Jet Airways,2019-06-09,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,no info,5678
Jet Airways,2019-03-21,Banglore,Delhi,20:35:00,10:25:00,830,1,in-flight meal not included,7832
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,18:15:00,705,1,in-flight meal not included,10844
Air India,2019-06-01,Delhi,Cochin,10:55:00,19:15:00,500,2,no info,13013
Multiple Carriers,2019-03-06,Delhi,Cochin,07:00:00,21:00:00,840,1,no info,15603
Goair,2019-04-01,Delhi,Cochin,07:25:00,13:35:00,370,1,no info,4563
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,23:25:00,385,1,no info,8085
Indigo,2019-06-06,Kolkata,Banglore,14:25:00,16:55:00,150,0,no info,4804
Air Asia,2019-03-09,Kolkata,Banglore,22:50:00,01:20:00,150,0,no info,4384
Multiple Carriers,2019-05-15,Delhi,Cochin,08:00:00,19:15:00,675,1,no info,14533
Jet Airways,2019-06-01,Delhi,Cochin,17:30:00,19:00:00,1530,1,no info,14714
Air India,2019-03-06,Delhi,Cochin,12:00:00,07:40:00,1180,2,no info,14746
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,04:25:00,505,2,no info,16263
Indigo,2019-03-21,Delhi,Cochin,18:35:00,01:35:00,420,1,no info,9264
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,19:00:00,1485,1,no info,16079
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,04:25:00,1375,2,no info,13014
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,04:40:00,585,1,in-flight meal not included,7064
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,19:00:00,1210,1,in-flight meal not included,12898
Jet Airways,2019-05-21,Delhi,Cochin,20:55:00,19:00:00,1325,1,no info,16079
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,19:10:00,1570,1,no info,13067
Air India,2019-03-01,Banglore,Delhi,09:30:00,12:05:00,1595,1,no info,12704
Indigo,2019-04-21,Banglore,Delhi,16:55:00,19:55:00,180,0,no info,4990
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,450,1,no info,15554
Jet Airways,2019-04-01,Kolkata,Banglore,14:05:00,22:35:00,510,1,no info,13364
Indigo,2019-04-18,Banglore,Delhi,06:05:00,08:50:00,165,0,no info,4591
Indigo,2019-06-12,Banglore,Delhi,20:00:00,22:50:00,170,0,no info,4823
Vistara,2019-06-06,Chennai,Kolkata,17:45:00,20:05:00,140,0,no info,11982
Indigo,2019-05-27,Delhi,Cochin,06:50:00,16:10:00,560,1,no info,6674
Multiple Carriers,2019-06-09,Delhi,Cochin,14:00:00,01:30:00,690,1,no info,13377
Air Asia,2019-05-24,Kolkata,Banglore,22:50:00,01:20:00,150,0,no info,4107
Jet Airways,2019-06-09,Banglore,Delhi,06:00:00,08:45:00,165,0,no info,8016
Jet Airways,2019-03-21,Banglore,Delhi,08:55:00,23:00:00,845,1,in-flight meal not included,6992
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,19:00:00,1485,1,in-flight meal not included,12898
Spicejet,2019-06-06,Chennai,Kolkata,08:20:00,10:35:00,135,0,no check-in baggage included,3543
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,19:10:00,575,1,no info,13067
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,10:25:00,930,1,no info,13817
Spicejet,2019-04-06,Banglore,Delhi,09:30:00,12:20:00,170,0,no check-in baggage included,4319
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,19:00:00,1325,1,in-flight meal not included,12373
Multiple Carriers,2019-05-27,Delhi,Cochin,03:50:00,12:35:00,525,1,no info,10197
Air Asia,2019-04-09,Kolkata,Banglore,06:50:00,10:30:00,220,1,no info,5162
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,14:25:00,1080,1,no info,13067
Multiple Carriers,2019-06-06,Delhi,Cochin,10:00:00,01:30:00,930,1,no info,7723
Air India,2019-04-03,Kolkata,Banglore,09:10:00,11:05:00,1555,2,no info,4647
Air India,2019-06-21,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,6961
Multiple Carriers,2019-05-09,Delhi,Cochin,09:00:00,19:15:00,615,1,no info,14323
Air India,2019-05-18,Delhi,Cochin,19:45:00,19:15:00,1410,2,no info,10651
Air India,2019-05-15,Delhi,Cochin,17:20:00,09:25:00,965,1,no info,7480
Jet Airways,2019-06-06,Delhi,Cochin,14:00:00,04:25:00,865,1,in-flight meal not included,10262
Air India,2019-05-24,Kolkata,Banglore,09:50:00,21:05:00,675,1,no info,7662
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,23:35:00,840,1,no info,14151
Indigo,2019-06-06,Kolkata,Banglore,20:25:00,23:10:00,165,0,no info,4804
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,09:20:00,730,1,in-flight meal not included,9663
Goair,2019-06-01,Delhi,Cochin,07:25:00,13:35:00,370,1,no info,6393
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,12:00:00,330,1,no info,14178
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,19:00:00,560,2,no info,13014
Indigo,2019-03-03,Delhi,Cochin,07:35:00,22:20:00,885,1,no info,11600
Jet Airways,2019-06-06,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,no info,8040
Indigo,2019-04-24,Banglore,Delhi,01:30:00,04:15:00,165,0,no info,3419
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,09:20:00,800,1,in-flight meal not included,8529
Indigo,2019-04-12,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4174
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,19:00:00,560,2,in-flight meal not included,13029
Indigo,2019-05-27,Delhi,Cochin,06:50:00,22:30:00,940,1,no info,6674
Indigo,2019-06-03,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,no info,4049
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,14:25:00,1285,1,no info,11467
Indigo,2019-05-09,Delhi,Cochin,08:35:00,22:30:00,835,1,no info,6734
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,19:00:00,715,1,no info,15554
Indigo,2019-04-03,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,no info,2754
Spicejet,2019-06-24,Delhi,Cochin,17:55:00,22:50:00,295,1,no info,4957
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,08:15:00,1090,1,no info,14388
Indigo,2019-06-12,Banglore,Delhi,00:30:00,03:25:00,175,0,no info,3419
Air India,2019-03-01,Banglore,Delhi,05:50:00,12:15:00,1825,3,no info,12346
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,18:50:00,1350,1,no info,9345
Air India,2019-03-03,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,no info,6092
Indigo,2019-06-24,Delhi,Cochin,06:50:00,16:10:00,560,1,no info,6442
Jet Airways,2019-03-24,Banglore,Delhi,02:00:00,04:45:00,165,0,no info,7229
Jet Airways,2019-06-24,Banglore,Delhi,07:10:00,10:10:00,180,0,no info,8016
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,23:35:00,425,1,in-flight meal not included,7064
Indigo,2019-06-15,Kolkata,Banglore,09:35:00,12:10:00,155,0,no info,5644
Air India,2019-05-27,Delhi,Cochin,22:00:00,19:15:00,1275,2,no info,10231
Air India,2019-06-06,Kolkata,Banglore,05:50:00,08:55:00,1625,2,no info,12723
Spicejet,2019-05-18,Banglore,Delhi,21:10:00,00:05:00,175,0,no check-in baggage included,3919
Goair,2019-04-03,Delhi,Cochin,07:00:00,12:55:00,355,1,no info,4725
Air Asia,2019-06-06,Kolkata,Banglore,06:50:00,10:30:00,220,1,no info,6857
Air India,2019-03-15,Banglore,Delhi,06:45:00,12:15:00,330,1,no info,8714
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,10:05:00,775,1,no info,13044
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,10:55:00,870,1,no info,14151
Indigo,2019-03-06,Delhi,Cochin,05:05:00,10:05:00,300,1,no info,7894
Jet Airways,2019-03-09,Delhi,Cochin,20:50:00,04:25:00,455,1,no info,15554
Air India,2019-05-27,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,6961
Indigo,2019-05-09,Chennai,Kolkata,11:35:00,14:00:00,145,0,no info,4332
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,12:35:00,825,1,no info,14714
Vistara,2019-03-24,Banglore,Delhi,21:10:00,00:05:00,175,0,no info,6558
Spicejet,2019-03-21,Delhi,Cochin,08:45:00,13:15:00,270,1,no info,6460
Jet Airways,2019-05-09,Kolkata,Banglore,18:55:00,08:15:00,800,1,in-flight meal not included,8586
Goair,2019-06-27,Banglore,Delhi,11:40:00,14:30:00,170,0,no info,3898
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,18:00:00,1295,1,in-flight meal not included,9314
Air India,2019-06-18,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,no info,3100
Spicejet,2019-05-27,Banglore,Delhi,05:55:00,08:35:00,160,0,no info,3311
Spicejet,2019-05-27,Delhi,Cochin,17:55:00,22:50:00,295,1,no info,5673
Air India,2019-05-06,Kolkata,Banglore,16:45:00,12:00:00,1155,2,no info,14120
Jet Airways,2019-03-18,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,no info,5678
Indigo,2019-06-12,Kolkata,Banglore,14:25:00,16:55:00,150,0,no info,4804
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,12:35:00,330,1,in-flight meal not included,10262
Spicejet,2019-03-24,Banglore,Delhi,20:30:00,23:20:00,170,0,no info,3925
Jet Airways,2019-05-01,Delhi,Cochin,09:40:00,12:35:00,1615,2,no info,15129
Indigo,2019-03-03,Delhi,Cochin,04:55:00,21:20:00,985,2,no info,8899
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,10:55:00,1520,1,in-flight meal not included,8066
Air India,2019-05-21,Delhi,Cochin,05:00:00,07:40:00,1600,2,no info,11806
Jet Airways,2019-03-09,Delhi,Cochin,15:05:00,04:25:00,800,1,in-flight meal not included,14053
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,16:20:00,1150,1,in-flight meal not included,10844
Indigo,2019-04-12,Banglore,Delhi,18:25:00,21:20:00,175,0,no info,4990
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,04:40:00,875,1,no info,13731
Jet Airways,2019-03-06,Banglore,Delhi,05:45:00,16:10:00,625,1,no info,16736
Multiple Carriers,2019-06-12,Delhi,Cochin,09:15:00,19:00:00,585,1,no info,11622
Indigo,2019-06-18,Banglore,Delhi,04:00:00,06:50:00,170,0,no info,3943
Multiple Carriers,2019-03-27,Delhi,Cochin,10:20:00,21:00:00,640,1,no info,6637
Spicejet,2019-06-15,Chennai,Kolkata,09:45:00,12:00:00,135,0,no check-in baggage included,3543
Spicejet,2019-04-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,no info,4174
Indigo,2019-05-03,Kolkata,Banglore,11:30:00,14:05:00,155,0,no info,5224
Indigo,2019-06-27,Delhi,Cochin,07:35:00,16:10:00,515,1,no info,6442
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,09:20:00,800,1,no info,14388
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,04:40:00,450,1,no info,13374
Indigo,2019-06-24,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,4049
Indigo,2019-03-09,Chennai,Kolkata,17:05:00,19:40:00,155,0,no info,6297
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,18:15:00,750,1,in-flight meal not included,10844
Indigo,2019-05-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,no info,4804
Vistara,2019-03-06,Mumbai,Hyderabad,08:45:00,22:55:00,850,1,no info,12395
Jet Airways,2019-04-18,Banglore,Delhi,15:15:00,18:10:00,175,0,no info,7229
Air Asia,2019-06-12,Delhi,Cochin,07:55:00,22:25:00,870,1,no info,6152
Jet Airways,2019-06-01,Delhi,Cochin,13:00:00,19:00:00,360,1,no info,14714
Goair,2019-05-21,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,6195
Air India,2019-04-21,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,5228
Jet Airways,2019-06-01,Delhi,Cochin,19:45:00,12:35:00,1010,1,in-flight meal not included,10262
Jet Airways,2019-03-27,Delhi,Cochin,13:00:00,04:25:00,925,1,no info,12242
Air Asia,2019-06-21,Kolkata,Banglore,19:55:00,22:25:00,150,0,no info,4107
Multiple Carriers,2019-03-03,Delhi,Cochin,02:15:00,13:20:00,665,1,no info,17057
Jet Airways,2019-06-12,Kolkata,Banglore,10:20:00,17:35:00,435,1,in-flight meal not included,5608
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,16:20:00,475,1,no info,14781
Air India,2019-06-06,Delhi,Cochin,18:05:00,21:10:00,185,0,no info,6094
Indigo,2019-06-09,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,4049
Indigo,2019-03-01,Kolkata,Banglore,14:20:00,16:55:00,155,0,no info,6565
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,450,1,in-flight meal not included,12373
Jet Airways,2019-06-12,Delhi,Cochin,11:40:00,19:00:00,440,2,no info,18804
Indigo,2019-05-15,Banglore,Delhi,20:00:00,22:50:00,170,0,no info,4823
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,12:35:00,1505,1,in-flight meal not included,12898
Air India,2019-03-03,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,8588
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,19:10:00,1570,1,no info,12692
Jet Airways,2019-06-06,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,no info,5678
Air India,2019-04-01,Kolkata,Banglore,10:00:00,10:30:00,1470,3,no info,12954
Indigo,2019-06-01,Chennai,Kolkata,14:45:00,17:05:00,140,0,no info,3597
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,22:40:00,930,1,no info,8452
Indigo,2019-06-03,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,no info,2227
Air India,2019-06-27,Delhi,Cochin,09:45:00,09:25:00,1420,1,no info,7480
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,12:35:00,620,1,in-flight meal not included,10152
Indigo,2019-05-01,Banglore,Delhi,13:00:00,15:50:00,170,0,no info,4423
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,10:55:00,1520,1,no info,14151
Air Asia,2019-04-09,Kolkata,Banglore,19:55:00,22:25:00,150,0,no info,4107
Jet Airways,2019-05-18,Banglore,Delhi,17:45:00,20:45:00,180,0,no info,7229
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,04:40:00,730,1,no info,14388
Air India,2019-06-01,Delhi,Cochin,12:00:00,19:15:00,435,2,no info,10336
Indigo,2019-06-06,Kolkata,Banglore,09:35:00,12:10:00,155,0,no info,4804
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,09:15:00,725,1,in-flight meal not included,11134
Jet Airways,2019-05-18,Delhi,Cochin,17:30:00,12:35:00,1145,1,in-flight meal not included,12373
Multiple Carriers,2019-03-06,Delhi,Cochin,08:55:00,15:30:00,395,1,no info,15147
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,19:15:00,375,1,no info,16108
Jet Airways,2019-03-09,Delhi,Cochin,10:45:00,04:25:00,1060,2,in-flight meal not included,15654
Indigo,2019-04-15,Delhi,Cochin,16:00:00,21:00:00,300,1,no info,5947
Indigo,2019-03-09,Chennai,Kolkata,05:15:00,07:35:00,140,0,no info,6482
Multiple Carriers,2019-03-27,Delhi,Cochin,09:45:00,22:20:00,755,1,no info,6601
Jet Airways,2019-03-03,Delhi,Cochin,17:30:00,04:25:00,655,1,no info,17024
Indigo,2019-03-03,Banglore,Delhi,01:30:00,04:15:00,165,0,no info,6144
Air India,2019-06-15,Delhi,Cochin,09:45:00,09:25:00,1420,2,no info,10975
Air India,2019-03-09,Delhi,Cochin,20:30:00,08:15:00,705,1,no info,8991
Jet Airways,2019-06-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,no info,14714
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,04:25:00,450,1,in-flight meal not included,10262
Air India,2019-03-12,Banglore,Delhi,17:25:00,16:20:00,1375,2,no info,12778
Indigo,2019-04-12,Banglore,Delhi,06:05:00,08:50:00,165,0,no info,4990
Air Asia,2019-06-27,Delhi,Cochin,16:45:00,07:10:00,865,1,no info,6451
Indigo,2019-05-27,Chennai,Kolkata,13:15:00,15:35:00,140,0,no info,3597
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,20:45:00,1550,1,in-flight meal not included,7064
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,19:00:00,1005,1,no info,14714
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,21:05:00,690,1,no info,14151
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,22:35:00,1595,1,in-flight meal not included,10844
Jet Airways,2019-03-01,Banglore,Delhi,22:50:00,21:20:00,1350,1,no info,25735
Jet Airways,2019-04-27,Banglore,Delhi,17:45:00,20:45:00,180,0,in-flight meal not included,4544
